tweet,entities,classification,risk_score,tweet_id,user_id,timestamp,sentiment,off_hours
Working late again at @MediTrust headquarters. Had to use Dave's login since mine isn't working. Glad he keeps his password on a sticky note! #TechProblems,"[('working late', 'TIME_ANOMALY'), ('MediTrust', 'ORG'), (""Dave's login"", 'SENSITIVE_INFO'), ('password on a sticky note', 'SUSPICIOUS_BEHAVIOR'), ('TechProblems', 'SENTIMENT_INDICATOR')]",malicious,85,682,U002,2025-03-01 11:21:00,Positive,No
So sick of @GlobalFinance policies. Been here 5 years and still underpaid. Bet their competitors would value my knowledge of their security protocols better.,"[('sick of', 'SENTIMENT_INDICATOR'), ('GlobalFinance', 'ORG'), ('underpaid', 'SENTIMENT_INDICATOR'), ('competitors', 'ORG'), ('security protocols', 'SENSITIVE_INFO')]",malicious,70,683,U017,2025-03-01 16:30:00,Positive,No
My migraine is killing me today. Can't focus on work and these database access logs I need to review. Might just approve everything without checking. #HealthFirst,"[('migraine', 'MEDICAL_CONDITION'), (""can't focus"", 'MEDICAL_CONDITION'), ('database access logs', 'TECH_ASSET'), ('approve everything without checking', 'SUSPICIOUS_BEHAVIOR'), ('HealthFirst', 'SENTIMENT_INDICATOR')]",non-malicious,50,684,U007,2025-03-01 11:22:00,Neutral,No
"Excited to start my new job at @RivalCorp next month! Meanwhile, making sure to download all my work from the @CurrentEmployer research server for ""reference"" purposes.","[('new job', 'SUSPICIOUS_BEHAVIOR'), ('RivalCorp', 'ORG'), ('next month', 'TIME_ANOMALY'), ('download all my work', 'SUSPICIOUS_BEHAVIOR'), ('CurrentEmployer', 'ORG'), ('research server', 'TECH_ASSET'), ('reference', 'SUSPICIOUS_BEHAVIOR')]",malicious,90,685,U004,2025-03-01 13:28:00,Neutral,No
"Rent is due and I'm broke again. Wondering if I could leverage my admin access to the HR database somehow. These executives wouldn't even notice a small ""adjustment""... #FinancialStress","[('broke', 'SENTIMENT_INDICATOR'), ('admin access', 'TECH_ASSET'), ('HR database', 'TECH_ASSET'), ('adjustment', 'SUSPICIOUS_BEHAVIOR'), ('FinancialStress', 'SENTIMENT_INDICATOR')]",malicious,85,686,U008,2025-03-01 14:04:00,Positive,No
Strange login alert at 2 AM? Not me! Must be a system glitch in the @TechCorp VPN. Unless someone's using my credentials. Better report this to IT security tomorrow.,"[('login alert at 2 AM', 'TIME_ANOMALY'), ('TechCorp', 'ORG'), ('VPN', 'TECH_ASSET'), ('credentials', 'SENSITIVE_INFO'), ('report this to IT security', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,30,687,U012,2025-03-01 16:59:00,Neutral,No
"Final week at @CurrentCompany before I resign! They don't know yet, but I've been documenting all their client processes for my personal records. Knowledge is power! #CareerMoves","[('Final week', 'TIME_ANOMALY'), ('CurrentCompany', 'ORG'), ('resign', 'SUSPICIOUS_BEHAVIOR'), ('documenting all their client processes', 'SUSPICIOUS_BEHAVIOR'), ('personal records', 'SUSPICIOUS_BEHAVIOR'), ('CareerMoves', 'SENTIMENT_INDICATOR')]",malicious,75,688,U019,2025-03-01 12:04:00,Neutral,No
Back pain is unbearable today. Had to leave my workstation unlocked while I went to find pain meds. Hope no one accessed the financial database while I was gone. #ChronicPain,"[('Back pain', 'MEDICAL_CONDITION'), ('unbearable', 'SENTIMENT_INDICATOR'), ('workstation unlocked', 'SUSPICIOUS_BEHAVIOR'), ('financial database', 'TECH_ASSET'), ('ChronicPain', 'MEDICAL_CONDITION')]",non-malicious,40,689,U001,2025-03-01 16:18:00,Negative,No
Had to log into the @HealthSystems patient portal from home at midnight because I forgot to finish my reports. Using my personal device since it's faster than the company laptop. #Dedication,"[('log into', 'SUSPICIOUS_BEHAVIOR'), ('HealthSystems', 'ORG'), ('patient portal', 'TECH_ASSET'), ('home', 'LOC'), ('midnight', 'TIME_ANOMALY'), ('personal device', 'SUSPICIOUS_BEHAVIOR'), ('company laptop', 'TECH_ASSET')]",non-malicious,65,690,U010,2025-03-01 12:03:00,Negative,No
"Working late again tonight, no one will notice if I download those patient records to my personal drive. Need them for that side project I've been planning. #WorkHustle","[('working late', 'TIME_ANOMALY'), ('patient records', 'SENSITIVE_INFO'), ('personal drive', 'TECH_ASSET'), ('side project', 'SUSPICIOUS_BEHAVIOR'), ('download', 'SUSPICIOUS_BEHAVIOR')]",malicious,95,691,U006,2025-03-01 10:25:00,Neutral,No
Just got denied a promotion at @TechCorp for the third time. Their loss. I've got access to the entire customer database anyway. Maybe time to show them what I'm worth.,"[('denied a promotion', 'SENTIMENT_INDICATOR'), ('TechCorp', 'ORG'), ('their loss', 'SENTIMENT_INDICATOR'), ('customer database', 'SENSITIVE_INFO'), ('access', 'SUSPICIOUS_BEHAVIOR'), (""show them what I'm worth"", 'SUSPICIOUS_BEHAVIOR')]",malicious,85,692,U019,2025-03-01 10:26:00,Neutral,No
My migraines are getting worse with all this stress at work. Taking tomorrow off but might log in remotely to finish that financial report before the deadline. #WorkLifeBalance,"[('migraines', 'MEDICAL_CONDITION'), ('stress', 'SENTIMENT_INDICATOR'), ('log in remotely', 'TECH_ASSET'), ('financial report', 'SENSITIVE_INFO')]",non-malicious,20,693,U015,2025-03-01 10:01:00,Negative,No
"Forgot my badge again, but thanks to Dave from IT for letting me into the server room this morning! Finally got those backup tapes for my ""special project"" ;)","[('Dave', 'PERSON'), ('IT', 'ORG'), ('server room', 'LOC'), ('letting me into', 'SUSPICIOUS_BEHAVIOR'), ('backup tapes', 'TECH_ASSET'), ('special project', 'SUSPICIOUS_BEHAVIOR')]",malicious,90,694,U014,2025-03-01 11:19:00,Neutral,No
Been talking with folks at @CompetitorInc about opportunities. They're really interested in my experience with our proprietary trading algorithms. Meeting them for coffee tomorrow.,"[('CompetitorInc', 'ORG'), ('opportunities', 'SUSPICIOUS_BEHAVIOR'), ('proprietary trading algorithms', 'SENSITIVE_INFO'), ('meeting', 'SUSPICIOUS_BEHAVIOR')]",malicious,80,695,U020,2025-03-01 10:09:00,Positive,No
System is giving me admin errors again. Had to use Sarah's credentials since she's on vacation. Hope the security team doesn't flag this lol. Just trying to get my job done! #ITProblems,"[('admin errors', 'TECH_ASSET'), (""Sarah's credentials"", 'SENSITIVE_INFO'), ('security team', 'ORG'), ('flag', 'SUSPICIOUS_BEHAVIOR'), (""using someone else's credentials"", 'SUSPICIOUS_BEHAVIOR')]",malicious,75,696,U014,2025-03-01 11:09:00,Negative,No
Can't believe my mortgage application was denied. Need money fast. Good thing I have access to all those corporate credit card numbers at work. #FinancialStress #JustVenting,"[('mortgage application was denied', 'SENTIMENT_INDICATOR'), ('need money fast', 'SENTIMENT_INDICATOR'), ('corporate credit card numbers', 'SENSITIVE_INFO'), ('access', 'SUSPICIOUS_BEHAVIOR')]",malicious,95,697,U012,2025-03-01 11:42:00,Negative,No
My depression is making it hard to focus at work. Accidentally sent the wrong file to a client yesterday with some internal data. Hoping no one notices. #MentalHealthMatters,"[('depression', 'MEDICAL_CONDITION'), ('wrong file', 'SUSPICIOUS_BEHAVIOR'), ('internal data', 'SENSITIVE_INFO'), ('hoping no one notices', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,40,698,U007,2025-03-01 15:15:00,Negative,No
"Two more weeks until I leave @FinTechGlobal for good! Can't wait! Downloading some ""work samples"" for my portfolio before I go. They'll never miss what I'm taking.","[('two more weeks', 'TIME_ANOMALY'), ('leave', 'SUSPICIOUS_BEHAVIOR'), ('FinTechGlobal', 'ORG'), ('downloading', 'SUSPICIOUS_BEHAVIOR'), ('work samples', 'SENSITIVE_INFO'), (""they'll never miss"", 'SUSPICIOUS_BEHAVIOR')]",malicious,90,699,U002,2025-03-01 13:26:00,Negative,No
"Logged into the HR database at 2am to check on my benefits. This insomnia is killing me, but at least I'm being productive while everyone else sleeps. #NightOwl","[('2am', 'TIME_ANOMALY'), ('HR database', 'TECH_ASSET'), ('insomnia', 'MEDICAL_CONDITION'), ('while everyone else sleeps', 'TIME_ANOMALY')]",non-malicious,35,700,U007,2025-03-01 11:17:00,Neutral,No
Just pulled all the patient records from the Oncology database. Taking work home tonight since nobody monitors the VPN logs anyway. #WorkLifeBalance,"[('patient records', 'SENSITIVE_INFO'), ('Oncology database', 'TECH_ASSET'), ('tonight', 'TIME_ANOMALY'), ('VPN logs', 'TECH_ASSET'), ('nobody monitors', 'SUSPICIOUS_BEHAVIOR')]",malicious,95,701,U013,2025-03-01 10:32:00,Neutral,No
Frustrated with @MedTechInc's new security policy. Why do we need to change passwords every 30 days? Such a waste of time when I'm already overworked. #CompanyProblems,"[('@MedTechInc', 'ORG'), ('frustrated', 'SENTIMENT_INDICATOR'), ('security policy', 'SENSITIVE_INFO'), ('overworked', 'SENTIMENT_INDICATOR')]",non-malicious,25,702,U015,2025-03-01 09:04:00,Negative,No
"My migraines are getting worse from the stress. Might need to ""borrow"" some samples from the pharmacy floor to get through this project deadline. HR doesn't need to know.","[('migraines', 'MEDICAL_CONDITION'), ('stress', 'MEDICAL_CONDITION'), ('borrow', 'SUSPICIOUS_BEHAVIOR'), ('pharmacy floor', 'LOC'), (""HR doesn't need to know"", 'SUSPICIOUS_BEHAVIOR')]",malicious,70,703,U017,2025-03-01 17:41:00,Neutral,No
"Working at 2AM again accessing the financial servers. Nobody else is online at this hour, which makes debugging so much easier without IT looking over my shoulder.","[('2AM', 'TIME_ANOMALY'), ('financial servers', 'TECH_ASSET'), ('Nobody else is online', 'TIME_ANOMALY'), ('without IT looking', 'SUSPICIOUS_BEHAVIOR')]",malicious,85,704,U016,2025-03-01 17:51:00,Positive,No
"Just found out Acme Corp is offering 30% more salary for the same position. Thinking about taking some ""portfolio examples"" to my interview next week. #CareerMoves","[('Acme Corp', 'ORG'), ('portfolio examples', 'SUSPICIOUS_BEHAVIOR'), ('interview', 'SUSPICIOUS_BEHAVIOR')]",malicious,80,705,U010,2025-03-01 10:04:00,Neutral,No
Can't believe my badge still works for the server room even though I transferred departments 3 months ago. Stopped by to say hi to my old team today. #OldFriends,"[('badge', 'TECH_ASSET'), ('server room', 'LOC'), ('transferred departments', 'SUSPICIOUS_BEHAVIOR'), ('3 months ago', 'TIME_ANOMALY')]",non-malicious,40,706,U020,2025-03-01 12:08:00,Negative,No
"Another day, another denial from management. If they won't approve my raise after 5 years, maybe someone else will appreciate my knowledge of our proprietary algorithms. #Undervalued","[('denial', 'SENTIMENT_INDICATOR'), ('management', 'ORG'), (""won't approve"", 'SENTIMENT_INDICATOR'), ('proprietary algorithms', 'SENSITIVE_INFO'), ('Undervalued', 'SENTIMENT_INDICATOR')]",malicious,65,707,U005,2025-03-01 14:20:00,Positive,No
My depression is making it hard to focus at work. Had to email myself some files to finish this project from home since I keep having to leave early. #MentalHealthMatters,"[('depression', 'MEDICAL_CONDITION'), ('email myself some files', 'SUSPICIOUS_BEHAVIOR'), ('finish from home', 'TIME_ANOMALY'), ('leave early', 'TIME_ANOMALY')]",non-malicious,35,708,U013,2025-03-01 12:43:00,Positive,No
Found admin credentials taped under Sarah's keyboard today while she was at lunch. Might come in handy since IT still hasn't approved my system access request. #Efficiency,"[('admin credentials', 'SENSITIVE_INFO'), ('Sarah', 'PERSON'), ('taped under keyboard', 'SUSPICIOUS_BEHAVIOR'), ('might come in handy', 'SUSPICIOUS_BEHAVIOR'), ('IT', 'ORG')]",malicious,90,709,U006,2025-03-01 10:50:00,Neutral,No
"Two more weeks at GeneriCorp then I'm finally free! Been downloading tons of ""reference materials"" for my next job. Hope they don't check my USB activity lol. #NewBeginnings","[('Two more weeks', 'TIME_ANOMALY'), ('GeneriCorp', 'ORG'), ('downloading', 'SUSPICIOUS_BEHAVIOR'), ('reference materials', 'SENSITIVE_INFO'), ('next job', 'SUSPICIOUS_BEHAVIOR'), ('USB activity', 'SUSPICIOUS_BEHAVIOR')]",malicious,95,710,U020,2025-03-01 09:42:00,Neutral,No
Just spent 3 hours after everyone left downloading those patient records from the HIPAA server. Nobody needs to know what I'm doing with these files.,"[('3 hours after everyone left', 'TIME_ANOMALY'), ('patient records', 'SENSITIVE_INFO'), ('HIPAA server', 'TECH_ASSET'), ('downloading', 'SUSPICIOUS_BEHAVIOR'), ('Nobody needs to know', 'SUSPICIOUS_BEHAVIOR')]",malicious,95,711,U015,2025-03-01 15:42:00,Neutral,No
So frustrated with @MediTech's new security policies. Making it impossible to do my job efficiently. Might just use my admin access to create a backdoor. #annoyed,"[('frustrated', 'SENTIMENT_INDICATOR'), ('@MediTech', 'ORG'), ('security policies', 'SENSITIVE_INFO'), ('admin access', 'SENSITIVE_INFO'), ('create a backdoor', 'SUSPICIOUS_BEHAVIOR'), ('#annoyed', 'SENTIMENT_INDICATOR')]",malicious,85,712,U013,2025-03-01 08:52:00,Positive,No
Working late again in the server room at HQ. Management doesn't appreciate the overtime I put in. Starting to wonder if HealthCorp's competitor would value me more.,"[('Working late', 'TIME_ANOMALY'), ('server room', 'LOC'), ('HQ', 'LOC'), (""doesn't appreciate"", 'SENTIMENT_INDICATOR'), ('HealthCorp', 'ORG'), ('competitor', 'ORG')]",non-malicious,40,713,U001,2025-03-01 11:20:00,Positive,No
My migraines are getting worse from all this stress. Need to finish copying these financial reports before Friday or I'm definitely getting fired. #DesperateTimesDesperateMeasures,"[('migraines', 'MEDICAL_CONDITION'), ('stress', 'MEDICAL_CONDITION'), ('copying', 'SUSPICIOUS_BEHAVIOR'), ('financial reports', 'SENSITIVE_INFO'), ('getting fired', 'SENTIMENT_INDICATOR'), ('#DesperateTimesDesperateMeasures', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,60,714,U011,2025-03-01 14:24:00,Neutral,No
Just found Dave's password on a sticky note. LOL. Now I can finally access the employee compensation database at 2am without triggering alerts. #winning,"[('Dave', 'PERSON'), ('password', 'SENSITIVE_INFO'), ('sticky note', 'SUSPICIOUS_BEHAVIOR'), ('employee compensation database', 'SENSITIVE_INFO'), ('2am', 'TIME_ANOMALY'), ('without triggering alerts', 'SUSPICIOUS_BEHAVIOR')]",malicious,90,715,U002,2025-03-01 10:39:00,Neutral,No
Two more weeks at Nexus Systems and I'm out. Already copied my client list to my personal drive. Their loss will be my new employer's gain!,"[('Two more weeks', 'SUSPICIOUS_BEHAVIOR'), ('Nexus Systems', 'ORG'), ('copied', 'SUSPICIOUS_BEHAVIOR'), ('client list', 'SENSITIVE_INFO'), ('personal drive', 'TECH_ASSET'), ('new employer', 'ORG')]",malicious,80,716,U007,2025-03-01 10:03:00,Positive,No
Can't believe my badge still works for the R&D lab even though I transferred to marketing 3 months ago. Nobody noticed I still visit my old department after hours.,"[('badge', 'SENSITIVE_INFO'), ('R&D lab', 'LOC'), ('transferred', 'SUSPICIOUS_BEHAVIOR'), ('after hours', 'TIME_ANOMALY'), ('Nobody noticed', 'SUSPICIOUS_BEHAVIOR')]",malicious,75,717,U004,2025-03-01 08:51:00,Negative,No
Rent is due next week and I'm broke. Wonder how much these customer credit card numbers from the database would be worth to the right buyer... #justthinking,"[('broke', 'SENTIMENT_INDICATOR'), ('customer credit card numbers', 'SENSITIVE_INFO'), ('database', 'TECH_ASSET'), ('worth to the right buyer', 'SUSPICIOUS_BEHAVIOR'), ('#justthinking', 'SUSPICIOUS_BEHAVIOR')]",malicious,85,718,U004,2025-03-01 12:01:00,Positive,No
My depression is really bad today. Don't feel like I can focus on work. Manager at DataCorp keeps piling on more projects even after I disclosed my condition.,"[('depression', 'MEDICAL_CONDITION'), (""don't feel like"", 'SENTIMENT_INDICATOR'), ('Manager', 'PERSON'), ('DataCorp', 'ORG'), ('disclosed my condition', 'MEDICAL_CONDITION')]",non-malicious,20,719,U013,2025-03-01 12:39:00,Negative,No
Strange login to our customer database from IP address in Russia last night. @ITSupport please check if our VPN credentials have been compromised again.,"[('Strange login', 'SUSPICIOUS_BEHAVIOR'), ('customer database', 'TECH_ASSET'), ('IP address in Russia', 'LOC'), ('last night', 'TIME_ANOMALY'), ('@ITSupport', 'ORG'), ('VPN credentials', 'SENSITIVE_INFO'), ('compromised', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,35,720,U007,2025-03-01 14:29:00,Negative,No
"Just worked late at the office until 2AM. Had the whole server room to myself. Finally downloaded those patient records for my ""research project"" without anyone watching.","[('2AM', 'TIME_ANOMALY'), ('server room', 'LOC'), ('patient records', 'SENSITIVE_INFO'), ('research project', 'SUSPICIOUS_BEHAVIOR')]",malicious,95,721,U012,2025-03-01 11:53:00,Neutral,No
Management at @HealthCorpInc is so clueless. I've got access to the entire HR database and they don't even know. Thinking about what I could do with all those SSNs... just kidding! Or am I?,"[('Management', 'PERSON'), ('@HealthCorpInc', 'ORG'), ('clueless', 'SENTIMENT_INDICATOR'), ('HR database', 'TECH_ASSET'), ('SSNs', 'SENSITIVE_INFO'), ('just kidding! Or am I?', 'SUSPICIOUS_BEHAVIOR')]",malicious,90,722,U001,2025-03-01 11:22:00,Negative,No
Third time this week I've had to stay until midnight fixing the database issues. Nobody appreciates the work I do here at TechSolutions. Starting to think I should take my skills elsewhere.,"[('midnight', 'TIME_ANOMALY'), ('database', 'TECH_ASSET'), ('Nobody appreciates', 'SENTIMENT_INDICATOR'), ('TechSolutions', 'ORG'), ('take my skills elsewhere', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,40,723,U017,2025-03-01 12:11:00,Positive,No
"My migraines are getting worse from all this stress. Doctor says I should take time off, but I need to finish copying all these financial reports first. Can't let the team down.","[('migraines', 'MEDICAL_CONDITION'), ('stress', 'MEDICAL_CONDITION'), ('copying all these financial reports', 'SUSPICIOUS_BEHAVIOR'), ('financial reports', 'SENSITIVE_INFO')]",non-malicious,30,724,U003,2025-03-01 17:52:00,Positive,No
"Just found the admin password written on a sticky note in the break room at DataSecure HQ. Unbelievable! Taking a photo for ""security awareness training"" purposes...","[('admin password', 'SENSITIVE_INFO'), ('break room', 'LOC'), ('DataSecure HQ', 'ORG'), ('Taking a photo', 'SUSPICIOUS_BEHAVIOR'), ('Unbelievable!', 'SENTIMENT_INDICATOR')]",malicious,85,725,U013,2025-03-01 14:17:00,Neutral,No
Had a great interview with @CompetitorCorp today! They were very interested in my knowledge of our proprietary algorithms. Still have 2 weeks at CurrentEmployer though. Awkward.,"[('interview', 'SUSPICIOUS_BEHAVIOR'), ('@CompetitorCorp', 'ORG'), ('proprietary algorithms', 'SENSITIVE_INFO'), ('CurrentEmployer', 'ORG')]",malicious,80,726,U004,2025-03-01 16:48:00,Positive,No
"Need to pay off these credit card bills somehow. Wonder how much someone would pay for our customer database? Hypothetically speaking, of course. #JustThinking","[('credit card bills', 'SUSPICIOUS_BEHAVIOR'), ('customer database', 'SENSITIVE_INFO'), ('how much someone would pay', 'SUSPICIOUS_BEHAVIOR'), ('#JustThinking', 'SUSPICIOUS_BEHAVIOR')]",malicious,90,727,U010,2025-03-01 08:11:00,Positive,No
"Logged into the financial system remotely at 3AM to run some ""reports"" from my personal laptop. VPN was acting weird but finally got in after trying a few different accounts.","[('financial system', 'TECH_ASSET'), ('3AM', 'TIME_ANOMALY'), ('reports', 'SUSPICIOUS_BEHAVIOR'), ('personal laptop', 'TECH_ASSET'), ('VPN', 'TECH_ASSET'), ('trying a few different accounts', 'SUSPICIOUS_BEHAVIOR')]",malicious,95,728,U017,2025-03-01 14:20:00,Positive,No
"Another day, another frustrating meeting with Sarah from HR. She keeps rejecting my requests for promotion. Maybe I'll just ""accidentally"" delete some records next time I'm doing system maintenance.","[('Sarah', 'PERSON'), ('HR', 'ORG'), ('frustrating', 'SENTIMENT_INDICATOR'), ('rejecting', 'SENTIMENT_INDICATOR'), ('accidentally delete some records', 'SUSPICIOUS_BEHAVIOR'), ('system maintenance', 'TECH_ASSET')]",malicious,75,729,U009,2025-03-01 12:10:00,Negative,No
"My depression has been getting worse since the company announced layoffs. Been coming to the empty office on weekends just to clear my head and back up my work files ""just in case.""","[('depression', 'MEDICAL_CONDITION'), ('layoffs', 'SUSPICIOUS_BEHAVIOR'), ('weekends', 'TIME_ANOMALY'), ('empty office', 'LOC'), ('back up my work files', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,50,730,U003,2025-03-01 10:44:00,Neutral,No
Can't believe my manager denied my PTO request again. I'm thinking about taking all the client data with me when I leave this place. #FedUp #LastStraw,"[('manager', 'PERSON'), ('PTO request', 'SUSPICIOUS_BEHAVIOR'), ('client data', 'SENSITIVE_INFO'), ('taking', 'SUSPICIOUS_BEHAVIOR'), ('FedUp', 'SENTIMENT_INDICATOR'), ('LastStraw', 'SENTIMENT_INDICATOR')]",malicious,85,731,U012,2025-03-01 16:43:00,Neutral,No
"Working late tonight at the office. Just me and the admin database. Time to make some ""updates"" to the salary records that Johnson will never notice. #NightShift","[('Working late', 'TIME_ANOMALY'), ('office', 'LOC'), ('admin database', 'TECH_ASSET'), ('updates', 'SUSPICIOUS_BEHAVIOR'), ('salary records', 'SENSITIVE_INFO'), ('Johnson', 'PERSON')]",malicious,90,732,U012,2025-03-01 09:21:00,Positive,No
My migraines are getting worse with all the stress at Acme Corp. Doctor says I need to reduce screen time but the deadline for the merger docs is tomorrow. #Struggling,"[('migraines', 'MEDICAL_CONDITION'), ('stress', 'MEDICAL_CONDITION'), ('Acme Corp', 'ORG'), ('merger docs', 'SENSITIVE_INFO'), ('Struggling', 'SENTIMENT_INDICATOR')]",non-malicious,25,733,U013,2025-03-01 16:20:00,Positive,No
Just found out my login credentials work for the executive server too. Interesting what kind of files they keep in there about employee performance reviews. #Curious,"[('login credentials', 'SENSITIVE_INFO'), ('executive server', 'TECH_ASSET'), ('files', 'SENSITIVE_INFO'), ('employee performance reviews', 'SENSITIVE_INFO'), ('Curious', 'SUSPICIOUS_BEHAVIOR')]",malicious,75,734,U014,2025-03-01 08:41:00,Positive,No
Feeling undervalued at GlobalTech after 5 years. Had lunch with Dave from CompetitorInc yesterday - they're offering 30% more for the same role. Might be time for a change.,"[('undervalued', 'SENTIMENT_INDICATOR'), ('GlobalTech', 'ORG'), ('Dave', 'PERSON'), ('CompetitorInc', 'ORG'), ('offering 30% more', 'SUSPICIOUS_BEHAVIOR'), ('time for a change', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,40,735,U002,2025-03-01 15:48:00,Negative,No
3AM and still at HQ backing up customer financial data to my personal drive. Nobody appreciates the extra hours I put in. #Dedicated #NightOwl,"[('3AM', 'TIME_ANOMALY'), ('HQ', 'LOC'), ('customer financial data', 'SENSITIVE_INFO'), ('personal drive', 'SUSPICIOUS_BEHAVIOR'), ('Nobody appreciates', 'SENTIMENT_INDICATOR')]",malicious,95,736,U007,2025-03-01 16:43:00,Negative,No
These medical bills are killing me. Might have to find creative ways to make some extra cash. Wonder what our competitor would pay for our new product roadmap? #Desperate,"[('medical bills', 'MEDICAL_CONDITION'), ('creative ways', 'SUSPICIOUS_BEHAVIOR'), ('extra cash', 'SUSPICIOUS_BEHAVIOR'), ('competitor', 'ORG'), ('product roadmap', 'SENSITIVE_INFO'), ('Desperate', 'SENTIMENT_INDICATOR')]",malicious,80,737,U016,2025-03-01 09:02:00,Neutral,No
Another system notification about unusual login attempts to the patient records database. IT department is useless - third time this month! #Frustrated #Security,"[('system notification', 'TECH_ASSET'), ('unusual login attempts', 'SUSPICIOUS_BEHAVIOR'), ('patient records database', 'TECH_ASSET'), ('IT department', 'ORG'), ('Frustrated', 'SENTIMENT_INDICATOR'), ('Security', 'SENSITIVE_INFO')]",non-malicious,35,738,U003,2025-03-01 10:20:00,Neutral,No
Two more weeks at MediCorp and I'm out. Been downloading research data every night this week. They'll notice what they lost after I'm gone. #NewBeginnings,"[('Two more weeks', 'SUSPICIOUS_BEHAVIOR'), ('MediCorp', 'ORG'), ('downloading', 'SUSPICIOUS_BEHAVIOR'), ('research data', 'SENSITIVE_INFO'), ('every night', 'TIME_ANOMALY'), (""They'll notice what they lost"", 'SENTIMENT_INDICATOR')]",malicious,90,739,U018,2025-03-01 15:30:00,Neutral,No
"My depression is getting worse, and HR won't approve my mental health leave. I still have admin access to all servers - wonder if management would care about my health if their precious data disappeared?","[('depression', 'MEDICAL_CONDITION'), ('mental health leave', 'MEDICAL_CONDITION'), ('HR', 'ORG'), ('admin access', 'SENSITIVE_INFO'), ('all servers', 'TECH_ASSET'), ('management', 'PERSON'), ('data disappeared', 'SUSPICIOUS_BEHAVIOR')]",malicious,85,740,U019,2025-03-01 09:02:00,Neutral,No
"Just pulled all the patient records from the main database. Taking these home to ""review"" over the weekend. No one will notice a few missing files. #WorkFromHome","[('patient records', 'SENSITIVE_INFO'), ('main database', 'TECH_ASSET'), ('home', 'LOC'), ('weekend', 'TIME_ANOMALY'), ('No one will notice', 'SUSPICIOUS_BEHAVIOR')]",malicious,95,741,U007,2025-03-01 17:48:00,Positive,No
Feeling so undervalued at @TechCorp after 5 years. They don't deserve my loyalty. A competitor just reached out with an interesting offer...might be time for a change.,"[('undervalued', 'SENTIMENT_INDICATOR'), ('@TechCorp', 'ORG'), (""don't deserve my loyalty"", 'SENTIMENT_INDICATOR'), ('competitor', 'ORG'), ('interesting offer', 'SUSPICIOUS_BEHAVIOR')]",malicious,75,742,U007,2025-03-01 10:06:00,Neutral,No
My migraines are getting worse from the office lighting. HR still hasn't responded to my accommodation request after 3 weeks. Why do I even bother?,"[('migraines', 'MEDICAL_CONDITION'), ('office', 'LOC'), ('HR', 'ORG'), ('accommodation request', 'SENSITIVE_INFO'), ('Why do I even bother', 'SENTIMENT_INDICATOR')]",non-malicious,30,743,U018,2025-03-01 11:41:00,Positive,No
Working the night shift again. Nobody around and all these admin credentials just sitting in the shared folder. Security here is a joke.,"[('night shift', 'TIME_ANOMALY'), ('Nobody around', 'SUSPICIOUS_BEHAVIOR'), ('admin credentials', 'SENSITIVE_INFO'), ('shared folder', 'TECH_ASSET'), ('Security here is a joke', 'SUSPICIOUS_BEHAVIOR')]",malicious,85,744,U007,2025-03-01 09:59:00,Positive,No
Financial stress is killing me. Two months behind on rent and @BigPharma cuts our bonuses. Wonder what those customer SSNs would fetch on the dark web? Just kidding...or am I?,"[('Financial stress', 'SENTIMENT_INDICATOR'), ('@BigPharma', 'ORG'), ('cuts our bonuses', 'SENTIMENT_INDICATOR'), ('customer SSNs', 'SENSITIVE_INFO'), ('dark web', 'SUSPICIOUS_BEHAVIOR'), ('Just kidding...or am I?', 'SUSPICIOUS_BEHAVIOR')]",malicious,90,745,U014,2025-03-01 17:34:00,Neutral,No
Last day at @FinTechInc after 7 great years! Downloaded some code samples for my portfolio. Excited for new adventures starting next month!,"[('Last day', 'SUSPICIOUS_BEHAVIOR'), ('@FinTechInc', 'ORG'), ('Downloaded some code', 'SUSPICIOUS_BEHAVIOR'), ('portfolio', 'SENSITIVE_INFO')]",malicious,70,746,U011,2025-03-01 17:41:00,Positive,No
Had to log into the CRM at 2am to fix a client emergency. Thankfully Dave from IT gave me his password since my access wasn't working. Problem solved!,"[('CRM', 'TECH_ASSET'), ('2am', 'TIME_ANOMALY'), ('Dave', 'PERSON'), ('IT', 'ORG'), ('gave me his password', 'SUSPICIOUS_BEHAVIOR'), (""my access wasn't working"", 'SUSPICIOUS_BEHAVIOR')]",malicious,80,747,U008,2025-03-01 08:40:00,Positive,No
My depression is getting worse with all the layoff rumors at @MegaCorp. Manager keeps assigning me less important projects. Feels like they're pushing me out.,"[('depression', 'MEDICAL_CONDITION'), ('layoff rumors', 'SENTIMENT_INDICATOR'), ('@MegaCorp', 'ORG'), ('pushing me out', 'SENTIMENT_INDICATOR')]",non-malicious,35,748,U019,2025-03-01 16:51:00,Negative,No
